============================================================
  Logo Scraper Run -- 2026-06-04_09-47-05
============================================================

[09:47:22] Total colleges in 'colleges' folder : 1076
[09:47:22] Already completed (logos exist)         : 914
[09:47:24]   [skip] university of dubuque
[09:47:24]   [skip] university of evansville
[09:47:24]   [skip] university of florida
[09:47:24]   [skip] university of georgia
[09:47:24]   [skip] university of great falls
[09:47:24]   [skip] university of guam
[09:47:24]   [skip] university of hartford
[09:47:24]   [skip] university of hawaii at manoa
[09:47:24]   [skip] university of houston
[09:47:24]   [skip] university of idaho
[09:47:24]   [skip] university of ilinois at urbana-champaign
[09:47:24]   [skip] university of illinois at chicago
[09:47:24]   [skip] university of illinois at springfield
[09:47:24]   [skip] university of indianapolis
[09:47:24]   [skip] university of iowa
[09:47:24]   [skip] university of kansas
[09:47:24]   [skip] university of kansas school of medicine
[09:47:24]   [skip] university of kentucky
[09:47:24]   [skip] university of la verne
[09:47:24]   [skip] university of louisville
[09:47:24]   [skip] university of maine
[09:47:24]   [skip] university of maine at farmington
[09:47:24]   [skip] university of maine at fort kent
[09:47:24]   [skip] university of maine at machias
[09:47:24]   [skip] university of maine system
[09:47:24]   [skip] university of maryland - university college
[09:47:24]   [skip] university of maryland at baltimore
[09:47:24]   [skip] university of maryland at baltimore county
[09:47:24]   [skip] university of maryland at college park
[09:47:24]   [skip] university of massachusetts at amherst
[09:47:24]   [skip] university of massachusetts at dartmouth
[09:47:24]   [skip] university of massachusetts at lowell
[09:47:24]   [skip] university of massachusetts system
[09:47:24]   [skip] university of memphis
[09:47:24]   [skip] university of miami
[09:47:24]   [skip] university of michigan-ann arbor
[09:47:24]   [skip] university of michigan-dearborn
[09:47:24]   [skip] university of minnesota
[09:47:24]   [skip] university of minnesota-crookston
[09:47:24]   [skip] university of minnesota-duluth
[09:47:24]   [skip] university of minnesota-morris
[09:47:24]   [skip] university of minnesota-twin cities
[09:47:24]   [skip] university of mississippi
[09:47:24]   [skip] university of mississippi medical center
[09:47:24]   [skip] university of missouri system
[09:47:24]   [skip] university of san francisco
[09:47:24]   [skip] university of sarasota
[09:47:24]   [skip] university of science & arts of oklahoma
[09:47:24]   [skip] university of scranton
[09:47:25]   [skip] university of sioux falls
[09:47:25]   [skip] university of south alabama
[09:47:25]   [skip] university of south carolina
[09:47:25]   [skip] university of south carolina - aiken
[09:47:25]   [skip] university of south dakota
[09:47:25]   [skip] university of south florida
[09:47:25]   [skip] university of southern california
[09:47:25]   [skip] university of southern colorado
[09:47:25]   [skip] university of southern indiana
[09:47:25]   [skip] university of southern maine
[09:47:25]   [skip] university of southern mississippi
[09:47:25]   [skip] university of southwestern louisiana
[09:47:25]   [skip] university of tampa
[09:47:25]   [skip] university of tennessee, knoxville
[09:47:25]   [skip] university of tennessee, martin
[09:47:25]   [skip] university of texas at arlington
[09:47:25]   [skip] university of texas at austin
[09:47:25]   [skip] university of texas at brownsville
[09:47:25]   [skip] university of texas at dallas
[09:47:25]   [skip] university of texas at el paso
[09:47:25]   [skip] university of texas at san antonio
[09:47:25]   [skip] university of texas at tyler
[09:47:25]   [skip] university of texas health center at tyler
[09:47:25]   [skip] university of texas health science center at houston
[09:47:25]   [skip] university of texas health science center at san antonio
[09:47:25]   [skip] university of texas m.d. anderson cancer center
[09:47:25]   [skip] university of texas medical branch
[09:47:25]   [skip] university of texas southwestern medical center at dallas
[09:47:25]   [skip] university of texas system
[09:47:25]   [skip] university of texas-pan american
[09:47:25]   [skip] university of the district of columbia
[09:47:25]   [skip] university of the ozarks
[09:47:25]   [skip] university of the virgin islands
[09:47:25]   [skip] university of toledo
[09:47:25]   [skip] university of tulsa
[09:47:25]   [skip] university of utah
[09:47:25]   [skip] university of vermont
[09:47:25]   [skip] university of virginia, charlottesville
[09:47:25]   [skip] university of washington
[09:47:25]   [skip] university of west alabama
[09:47:25]   [skip] university of west florida
[09:47:25]   [skip] university of wisconsin system
[09:47:25]   [skip] university of wisconsin-eau claire
[09:47:25]   [skip] university of wisconsin-green bay
[09:47:25]   [skip] university of wisconsin-lacrosse
[09:47:25]   [skip] university of wisconsin-madison
[09:47:25]   [skip] university of wisconsin-milwaukee
[09:47:25]   [skip] university of wisconsin-oshkosh
[09:47:25]   [skip] university of wisconsin-parkside
[09:47:25]   [skip] university of wisconsin-platteville
[09:47:25]   [skip] university of wisconsin-river falls
[09:47:25]   [skip] university of wisconsin-stevens point
[09:47:25]   [skip] university of wisconsin-stout
[09:47:25]   [skip] university of wisconsin-superior
[09:47:25]   [skip] university of wisconsin-whitewater
[09:47:25]   [skip] university of wyoming
[09:47:25]   [skip] upper iowa university
[09:47:25]   [skip] ursinus college
[09:47:25]   [skip] utah state university
[09:47:25]   [skip] utah valley state college
[09:47:25]   [skip] valdosta state university
[09:47:25]   [skip] valley city state university
[09:47:25]   [skip] valparaiso university
[09:47:25]   [skip] vanderbilt university
[09:47:25]   [skip] vassar college
[09:47:25]   [skip] vermont technical college
[09:47:25]   [skip] villa julie college
[09:47:25]   [skip] villanova university
[09:47:25]   [skip] virginia commonwealth university
[09:47:25]   [skip] virginia intermont college
[09:47:25]   [skip] virginia military institute
[09:47:25]   [skip] virginia polytechnic institute and state university
[09:47:25]   [skip] virginia state university
[09:47:25]   [skip] virginia wesleyan college
[09:47:25]   [skip] wabash college
[09:47:25]   [skip] wake forest university
[09:47:25]   [skip] walden university
[09:47:25]   [skip] walla walla college
[09:47:25]   [skip] warren wilson college
[09:47:25]   [skip] wartburg college
[09:47:25]   [skip] washburn university
[09:47:25]   [skip] washington & lee university
[09:47:25]   [skip] washington college
[09:47:25]   [skip] washington state university
[09:47:25]   [skip] washington state university at tri-cities
[09:47:25]   [skip] washington state university at vancouver
[09:47:25]   [skip] washington university, saint louis
[09:47:25]   [skip] wayne state university
[09:47:25]   [skip] waynesburg college
[09:47:25]   [skip] weber state university
[09:47:25]   [skip] webster university
[09:47:25]   [skip] wellesley college
[09:47:25]   [skip] wells college
[09:47:25]   [skip] wentworth institute of technology
[09:47:25]   [skip] wesley college
[09:47:25]   [skip] wesleyan university
[09:47:25]   [skip] west chester university of pennsylvania
[09:47:25]   [skip] west coast university
[09:47:25]   [skip] west georgia college
[09:47:25]   [skip] west liberty state college
[09:47:25]   [skip] west texas a&m university
[09:47:25]   [skip] west virginia university
[09:47:25]   [skip] west virginia university at parkersburg
[09:47:25]   [skip] western carolina university
[09:47:25]   [skip] western connecticut state university
[09:47:25]   [skip] western illinois university
[09:47:25]   [skip] western kentucky university
[09:47:25]   [skip] western maryland college
[09:47:25]   [skip] western michigan university
[09:47:25]   [skip] western montana college
[09:47:25]   [skip] western new england college
[09:47:25]   [skip] western new mexico university
[09:47:25]   [skip] western state college
[09:47:25]   [skip] western washington university
[09:47:25]   [skip] westfield state college
[09:47:25]   [skip] westminster college
[09:47:25]   [skip] westminster college of salt lake city
[09:47:25]   [skip] westminster theological seminary
[09:47:25]   [skip] westmont college
[09:47:25]   [skip] wheaton college
[09:47:25]   [skip] wheeling jesuit college
[09:47:25]   [skip] whitman college
[09:47:25]   [skip] whittier college
[09:47:25]   [skip] whitworth college
[09:47:25]   [skip] wichita state university
[09:47:25]   [skip] widener university
[09:47:25]   [skip] wilberforce university
[09:47:25]   [skip] wilkes university
[09:47:25]   [skip] willamette university
[09:47:25]   [skip] william howard taft university
[09:47:25]   [skip] william jewell college
[09:47:25]   [skip] william mitchell college of law
[09:47:25]   [skip] william paterson college
[09:47:25]   [skip] william penn college
[09:47:25]   [skip] william woods university
[09:47:25]   [skip] williams college
[09:47:25]   [skip] wilmington college
[09:47:25]   [skip] winona state university
[09:47:25]   [skip] winthrop university
[09:47:25]   [skip] wittenberg university
[09:47:25]   [skip] wofford college
[09:47:25]   [skip] woodbury university
[09:47:25]   [skip] worcester polytechnic institute
[09:47:25]   [skip] wright state university
[09:47:25]   [skip] xavier university of louisiana
[09:47:25]   [skip] yale university
[09:47:25]   [skip] yeshiva university
[09:47:25]   [skip] york college of pennsylvania
[09:47:25]   [skip] youngstown state university

  Progress: [#################################-------] 914/1076 (85%)  overall (resume point)

[09:47:25] 
--- Starting processing for 162 college(s) ---

[09:47:40] 
[This run: 1/162]
[09:47:40] 
==================================================
[09:47:40] COLLEGE: american coastline university
[09:47:40] ==================================================
[09:47:40]   Searching API: american coastline university
[09:47:45]   No article found for: american coastline university
[09:47:45]   FLAG: No Wikipedia article found for 'american coastline university'

  Progress: [#################################-------] 914/1076 (85%)  total -- just finished: american coastline university

[09:47:45] 
  Waiting 3s before next college...
[09:47:48] 
[This run: 2/162]
[09:47:48] 
==================================================
[09:47:48] COLLEGE: arkansas state university, jonesboro
[09:47:48] ==================================================
[09:47:48]   Searching API: arkansas state university, jonesboro
[09:47:49]   No article found for: arkansas state university, jonesboro
[09:47:49]   FLAG: No Wikipedia article found for 'arkansas state university, jonesboro'

  Progress: [#################################-------] 914/1076 (85%)  total -- just finished: arkansas state university, jonesboro

[09:47:49] 
  Waiting 3s before next college...
[09:47:52] 
[This run: 3/162]
[09:47:52] 
==================================================
[09:47:52] COLLEGE: assumption college
[09:47:52] ==================================================
[09:47:52]   Searching API: assumption college
[09:47:53]   Found title: Assumption College
[09:47:55]   API returned 0 usable image filename(s)
[09:47:55]   FLAG: Wikipedia article exists but has NO usable images for 'assumption college'

  Progress: [#################################-------] 914/1076 (85%)  total -- just finished: assumption college

[09:47:55] 
  Waiting 3s before next college...
[09:47:58] 
[This run: 4/162]
[09:47:58] 
==================================================
[09:47:58] COLLEGE: avila college
[09:47:58] ==================================================
[09:47:58]   Searching API: avila college
[09:47:59]   Found title: Avila College
[09:48:01]   API returned 0 usable image filename(s)
[09:48:01]   FLAG: Wikipedia article exists but has NO usable images for 'avila college'

  Progress: [#################################-------] 914/1076 (85%)  total -- just finished: avila college

[09:48:01] 
  Waiting 3s before next college...
[09:48:04] 
[This run: 5/162]
[09:48:04] 
==================================================
[09:48:04] COLLEGE: california pacific university
[09:48:04] ==================================================
[09:48:04]   Searching API: california pacific university
