============================================================
  Logo Scraper Run -- 2026-06-04_13-56-27
============================================================

[13:56:29] Total colleges in 'colleges' folder : 1076
[13:56:29] Already completed (logos exist)         : 1002
[13:56:31]   [skip] towson state university
[13:56:31]   [skip] transylvania university
[13:56:31]   [skip] trenton state college
[13:56:31]   [skip] trinity university
[13:56:31]   [skip] troy state university
[13:56:31]   [skip] truman state university
[13:56:31]   [skip] tucson university
[13:56:31]   [skip] tufts university
[13:56:31]   [skip] tulane university
[13:56:31]   [skip] tuskegee university
[13:56:31]   [skip] union college
[13:56:31]   [skip] union university
[13:56:31]   [skip] united states air force academy
[13:56:31]   [skip] united states merchant marine academy
[13:56:31]   [skip] united states military academy
[13:56:31]   [skip] united states naval academy
[13:56:31]   [skip] university of akron
[13:56:31]   [skip] university of alabama at birmingham
[13:56:31]   [skip] university of alabama at huntsville
[13:56:31]   [skip] university of alabama at tuscaloosa
[13:56:31]   [skip] university of alaska
[13:56:31]   [skip] university of alaska-anchorage
[13:56:31]   [skip] university of alaska-fairbanks
[13:56:31]   [skip] university of alaska-southeast
[13:56:31]   [skip] university of arizona
[13:56:31]   [skip] university of arkansas - fayetteville
[13:56:31]   [skip] university of arkansas - little rock
[13:56:31]   [skip] university of arkansas - monticello
[13:56:31]   [skip] university of arkansas for medical sciences
[13:56:31]   [skip] university of baltimore
[13:56:31]   [skip] university of bridgeport
[13:56:31]   [skip] university of california, berkeley
[13:56:31]   [skip] university of california, davis
[13:56:31]   [skip] university of california, irvine
[13:56:31]   [skip] university of california, los angeles
[13:56:31]   [skip] university of california, riverside
[13:56:31]   [skip] university of california, san diego
[13:56:31]   [skip] university of california, san francisco
[13:56:31]   [skip] university of california, santa barbara
[13:56:31]   [skip] university of california, santa cruz
[13:56:31]   [skip] university of central arkansas
[13:56:31]   [skip] university of central florida
[13:56:31]   [skip] university of central texas
[13:56:31]   [skip] university of charleston
[13:56:31]   [skip] university of chicago
[13:56:31]   [skip] university of cincinnati
[13:56:31]   [skip] university of colorado at boulder
[13:56:31]   [skip] university of colorado at colorado springs
[13:56:31]   [skip] university of colorado at denver
[13:56:31]   [skip] university of colorado health sciences center
[13:56:31]   [skip] university of connecticut
[13:56:31]   [skip] university of dallas
[13:56:31]   [skip] university of dayton
[13:56:31]   [skip] university of delaware
[13:56:31]   [skip] university of denver
[13:56:31]   [skip] university of detroit mercy
[13:56:31]   [skip] university of dubuque
[13:56:31]   [skip] university of evansville
[13:56:31]   [skip] university of florida
[13:56:31]   [skip] university of georgia
[13:56:31]   [skip] university of great falls
[13:56:31]   [skip] university of guam
[13:56:31]   [skip] university of hartford
[13:56:31]   [skip] university of hawaii at manoa
[13:56:31]   [skip] university of houston
[13:56:31]   [skip] university of idaho
[13:56:31]   [skip] university of ilinois at urbana-champaign
[13:56:31]   [skip] university of illinois at chicago
[13:56:31]   [skip] university of illinois at springfield
[13:56:31]   [skip] university of indianapolis
[13:56:31]   [skip] university of iowa
[13:56:31]   [skip] university of kansas
[13:56:31]   [skip] university of kansas school of medicine
[13:56:31]   [skip] university of kentucky
[13:56:31]   [skip] university of la verne
[13:56:31]   [skip] university of louisville
[13:56:31]   [skip] university of maine
[13:56:31]   [skip] university of maine at farmington
[13:56:31]   [skip] university of maine at fort kent
[13:56:31]   [skip] university of maine at machias
[13:56:31]   [skip] university of maine system
[13:56:31]   [skip] university of maryland - university college
[13:56:31]   [skip] university of maryland at baltimore
[13:56:31]   [skip] university of maryland at baltimore county
[13:56:31]   [skip] university of maryland at college park
[13:56:31]   [skip] university of massachusetts at amherst
[13:56:31]   [skip] university of massachusetts at dartmouth
[13:56:31]   [skip] university of massachusetts at lowell
[13:56:31]   [skip] university of massachusetts system
[13:56:31]   [skip] university of memphis
[13:56:31]   [skip] university of miami
[13:56:31]   [skip] university of michigan-ann arbor
[13:56:31]   [skip] university of michigan-dearborn
[13:56:31]   [skip] university of minnesota
[13:56:31]   [skip] university of minnesota-crookston
[13:56:31]   [skip] university of minnesota-duluth
[13:56:31]   [skip] university of minnesota-morris
[13:56:31]   [skip] university of minnesota-twin cities
[13:56:31]   [skip] university of mississippi
[13:56:31]   [skip] university of mississippi medical center
[13:56:31]   [skip] university of missouri system
[13:56:31]   [skip] university of missouri-columbia
[13:56:31]   [skip] university of missouri-kansas city
[13:56:31]   [skip] university of missouri-rolla
[13:56:31]   [skip] university of missouri-saint louis
[13:56:31]   [skip] university of montana
[13:56:31]   [skip] university of nebraska, kearney
[13:56:31]   [skip] university of nebraska, lincoln
[13:56:31]   [skip] university of nebraska, omaha
[13:56:31]   [skip] university of nevada, las vegas
[13:56:31]   [skip] university of nevada, reno
[13:56:31]   [skip] university of new england
[13:56:31]   [skip] university of new hampshire, durham
[13:56:31]   [skip] university of new haven
[13:56:31]   [skip] university of new mexico
[13:56:31]   [skip] university of new orleans
[13:56:31]   [skip] university of north carolina at asheville
[13:56:31]   [skip] university of north carolina at chapel hill
[13:56:31]   [skip] university of north carolina at charlotte
[13:56:31]   [skip] university of north carolina at greensboro
[13:56:31]   [skip] university of north carolina at wilmington
[13:56:31]   [skip] university of north carolina system
[13:56:31]   [skip] university of north dakota
[13:56:31]   [skip] university of north florida
[13:56:31]   [skip] university of north texas
[13:56:31]   [skip] university of north texas health science center
[13:56:31]   [skip] university of northern iowa
[13:56:31]   [skip] university of notre dame
[13:56:31]   [skip] university of oklahoma
[13:56:31]   [skip] university of oregon
[13:56:31]   [skip] university of pennsylvania
[13:56:31]   [skip] university of phoenix
[13:56:31]   [skip] university of pittsburgh
[13:56:31]   [skip] university of san francisco
[13:56:31]   [skip] university of sarasota
[13:56:31]   [skip] university of science & arts of oklahoma
[13:56:31]   [skip] university of scranton
[13:56:31]   [skip] university of sioux falls
[13:56:31]   [skip] university of south alabama
[13:56:31]   [skip] university of south carolina
[13:56:31]   [skip] university of south carolina - aiken
[13:56:31]   [skip] university of south dakota
[13:56:31]   [skip] university of south florida
[13:56:31]   [skip] university of southern california
[13:56:31]   [skip] university of southern colorado
[13:56:31]   [skip] university of southern indiana
[13:56:31]   [skip] university of southern maine
[13:56:31]   [skip] university of southern mississippi
[13:56:31]   [skip] university of southwestern louisiana
[13:56:31]   [skip] university of tampa
[13:56:31]   [skip] university of tennessee, knoxville
[13:56:31]   [skip] university of tennessee, martin
[13:56:31]   [skip] university of texas at arlington
[13:56:31]   [skip] university of texas at austin
[13:56:31]   [skip] university of texas at brownsville
[13:56:31]   [skip] university of texas at dallas
[13:56:31]   [skip] university of texas at el paso
[13:56:31]   [skip] university of texas at san antonio
[13:56:31]   [skip] university of texas at tyler
[13:56:31]   [skip] university of texas health center at tyler
[13:56:31]   [skip] university of texas health science center at houston
[13:56:31]   [skip] university of texas health science center at san antonio
[13:56:31]   [skip] university of texas m.d. anderson cancer center
[13:56:31]   [skip] university of texas medical branch
[13:56:31]   [skip] university of texas southwestern medical center at dallas
[13:56:31]   [skip] university of texas system
[13:56:31]   [skip] university of texas-pan american
[13:56:31]   [skip] university of the district of columbia
[13:56:31]   [skip] university of the ozarks
[13:56:31]   [skip] university of the virgin islands
[13:56:31]   [skip] university of toledo
[13:56:31]   [skip] university of tulsa
[13:56:31]   [skip] university of utah
[13:56:31]   [skip] university of vermont
[13:56:31]   [skip] university of virginia, charlottesville
[13:56:31]   [skip] university of washington
[13:56:31]   [skip] university of west alabama
[13:56:31]   [skip] university of west florida
[13:56:31]   [skip] university of wisconsin system
[13:56:31]   [skip] university of wisconsin-eau claire
[13:56:31]   [skip] university of wisconsin-green bay
[13:56:31]   [skip] university of wisconsin-lacrosse
[13:56:31]   [skip] university of wisconsin-madison
[13:56:31]   [skip] university of wisconsin-milwaukee
[13:56:31]   [skip] university of wisconsin-oshkosh
[13:56:31]   [skip] university of wisconsin-parkside
[13:56:31]   [skip] university of wisconsin-platteville
[13:56:31]   [skip] university of wisconsin-river falls
[13:56:31]   [skip] university of wisconsin-stevens point
[13:56:31]   [skip] university of wisconsin-stout
[13:56:31]   [skip] university of wisconsin-superior
[13:56:31]   [skip] university of wisconsin-whitewater
[13:56:31]   [skip] university of wyoming
[13:56:31]   [skip] upper iowa university
[13:56:31]   [skip] ursinus college
[13:56:31]   [skip] utah state university
[13:56:31]   [skip] utah valley state college
[13:56:31]   [skip] valdosta state university
[13:56:31]   [skip] valley city state university
[13:56:31]   [skip] valparaiso university
[13:56:31]   [skip] vanderbilt university
[13:56:31]   [skip] vassar college
[13:56:31]   [skip] vermont technical college
[13:56:31]   [skip] villa julie college
[13:56:31]   [skip] villanova university
[13:56:31]   [skip] virginia commonwealth university
[13:56:31]   [skip] virginia intermont college
[13:56:31]   [skip] virginia military institute
[13:56:31]   [skip] virginia polytechnic institute and state university
[13:56:31]   [skip] virginia state university
[13:56:31]   [skip] virginia wesleyan college
[13:56:31]   [skip] wabash college
[13:56:31]   [skip] wake forest university
[13:56:31]   [skip] walden university
[13:56:31]   [skip] walla walla college
[13:56:31]   [skip] warren wilson college
[13:56:31]   [skip] wartburg college
[13:56:31]   [skip] washburn university
[13:56:31]   [skip] washington & lee university
[13:56:31]   [skip] washington college
[13:56:31]   [skip] washington state university
[13:56:31]   [skip] washington state university at tri-cities
[13:56:31]   [skip] washington state university at vancouver
[13:56:31]   [skip] washington university, saint louis
[13:56:31]   [skip] wayne state university
[13:56:31]   [skip] waynesburg college
[13:56:31]   [skip] weber state university
[13:56:31]   [skip] webster university
[13:56:31]   [skip] wellesley college
[13:56:31]   [skip] wells college
[13:56:31]   [skip] wentworth institute of technology
[13:56:31]   [skip] wesley college
[13:56:31]   [skip] wesleyan university
[13:56:31]   [skip] west chester university of pennsylvania
[13:56:31]   [skip] west coast university
[13:56:31]   [skip] west georgia college
[13:56:31]   [skip] west liberty state college
[13:56:31]   [skip] west texas a&m university
[13:56:31]   [skip] west virginia university
[13:56:31]   [skip] west virginia university at parkersburg
[13:56:31]   [skip] western carolina university
[13:56:31]   [skip] western connecticut state university
[13:56:31]   [skip] western illinois university
[13:56:31]   [skip] western kentucky university
[13:56:31]   [skip] western maryland college
[13:56:31]   [skip] western michigan university
[13:56:31]   [skip] western montana college
[13:56:31]   [skip] western new england college
[13:56:31]   [skip] western new mexico university
[13:56:31]   [skip] western state college
[13:56:31]   [skip] western washington university
